id,assessment_id,heading,media_type,media_content,q_type,correct_answer
170,27,"Consider the following snippet of code. What will be the value of **Y** in the output for the given input? 

**Input:**
```
-1
4
1
```

**Output:**
```
PX
NY
```",code,x = int(input())y = int(input())z = int(input())# Block-1 Startif x > 0 or y > 0 or z > 0:    if (x > 0 and y > 0) or (y > 0 and z > 0) or (z > 0 and x > 0):        if x > 0 and y > 0 and z > 0:            print('P3')        else:            print('P2')    else:        print('P1')# Block-1 End# Block-2 Startif x < 0 or y < 0 or z < 0:    if (x < 0 and y < 0) or (y < 0 and z < 0) or (z < 0 and x < 0):        if x < 0 and y < 0 and z < 0:            print('N3')        else:            print('N2')    else:        print('N1')# Block-2 End,numerical,1
171,27,Consider the following snippet of code. When does the code given print no value?,code,x = int(input())y = int(input())z = int(input())# Block-1 Startif x > 0 or y > 0 or z > 0:    if (x > 0 and y > 0) or (y > 0 and z > 0) or (z > 0 and x > 0):        if x > 0 and y > 0 and z > 0:            print('P3')        else:            print('P2')    else:        print('P1')# Block-1 End# Block-2 Startif x < 0 or y < 0 or z < 0:    if (x < 0 and y < 0) or (y < 0 and z < 0) or (z < 0 and x < 0):        if x < 0 and y < 0 and z < 0:            print('N3')        else:            print('N2')    else:        print('N1')# Block-2 End,mcq,
172,27,"Consider the following snippet of code. Is the following statement True or False?

For any combination of inputs x, y and z at least one `else` statement will be executed.",code,x = int(input())y = int(input())z = int(input())# Block-1 Startif x > 0 or y > 0 or z > 0:    if (x > 0 and y > 0) or (y > 0 and z > 0) or (z > 0 and x > 0):        if x > 0 and y > 0 and z > 0:            print('P3')        else:            print('P2')    else:        print('P1')# Block-1 End# Block-2 Startif x < 0 or y < 0 or z < 0:    if (x < 0 and y < 0) or (y < 0 and z < 0) or (z < 0 and x < 0):        if x < 0 and y < 0 and z < 0:            print('N3')        else:            print('N2')    else:        print('N1')# Block-2 End,mcq,
173,27,"Select the correct implementation of a piece of code that accepts a sentence as input and prints the number of words in it. 

A sentence is just a sequence of words with a space between consecutive words. You can assume that the sentence will not have any other punctuation marks. You can also assume that the input string will have at least one word.",,,mcq,
174,27,"Consider the following snippet of code. What should be the input to this code to get the following output?

**Output:**
```text
Student record: 
    Dept: ABC
    Name: MR FNAME LNAME
    Roll No: 999
    Library Card No: AX999
```",code,"dept    = input()course  = input()prefix  = input()name    = input()roll_no = input()name = prefix + "" "" + name.upper() # one spacelib_id = dept[0] + course[0] + roll_noprint(""Student record:"")indent = '    ' # four spacesprint(indent + ""Dept:"", dept)print(indent + ""Name:"", name)print(indent + ""Roll No:"", roll_no)print(indent + ""Library Card No:"", lib_id)",mcq,
175,27,Consider the following snippet of code. Select all possible inputs for which this code prints `PERFECT!` as output.,code,word = input()match = Falseif word.count('(') == word.count(')'):    if word.count('[') == word.count(']'):        if word.count('{') == word.count('}'):            match = Trueif match:    print('PERFECT!')else:    print('IMPERFECT!'),mcq,
176,28,"Consider a point $x = \begin{bmatrix} 1 \\ -1 \end{bmatrix}$ and a line passing through the origin which is represented by the vector $w = \begin{bmatrix} 3 \\ 3 \end{bmatrix}$. What can you say about the following quantities?
(1) the projection of $x$ onto the line
(2) the residue

*Note: The projection is treated as a vector. The residue after the projection is also treated as a vector.*",,,mcq,
177,28,"Consider a point $P$ and a line $L$ that passes through the origin $O$. The point $R$ lies on the line.
We use the following notation: $w = \vec{OR}, x = \vec{OP}$

Consider the following statements:

- Statement-1: The projection of $x$ on the line $L$ is given by $(x^T w)w$

- Statement-2: The projection of $x$ on the line $L$ is given by $(x^T w)x$

- Statement-3: The projection of $x$ on the line $L$ is given by $(x^T x)w$

- Statement-4: The projection of $x$ on the line $L$ is given by $w^T x$

Which of the above statements is true?",image,img_001.png,mcq,
178,28,"Consider a point $P$ and a line $L$ that passes through the origin $O$. The point $R$ lies on the line.
We use the following notation: $w = \vec{OR}, x = \vec{OP}$

Find the length of the projection of $x$ on the line $L$. Enter your answer correct to two decimal places.",image,img_001.png,numerical,"4.9, 5.0"
179,28,"Consider a point $P$ and a line $L$ that passes through the origin $O$. The point $R$ lies on the line.
We use the following notation: $w = \vec{OR}, x = \vec{OP}$

Find the residue after projecting $x$ on the line $L$.",image,img_001.png,mcq,
180,28,"Consider a point $P$ and a line $L$ that passes through the origin $O$. The point $R$ lies on the line.
We use the following notation: $w = \vec{OR}, x = \vec{OP}$

Find the reconstruction error for this point. Enter your answer correct to two decimal places.",image,img_001.png,numerical,"4.4, 4.6"
181,28,Consider the images of points in 2D space provided below. The red line segments in one of the images represent the lengths of the residues after projecting the points on the line $L$. Which image is it?,image,,mcq,
182,28,"Consider a dataset that has $1000$ samples, where each sample belongs to $\mathbb{R}^{30}$. PCA is run on this dataset and the top $4$ principal components are retained, the rest being discarded. If it takes one unit of memory to store a real number, find the percentage decrease in storage space of the dataset by moving to its compressed representation. 

Enter your answer correct to two decimal places; it should lie in the range $[0, 100]$.",,,numerical,"86.2, 86.35"
183,28,"Consider a dataset that has $8$ points all of which belong to $\mathbb{R}^2$.

Find the covariance matrix of this dataset.",image,img_010.png,mcq,
184,28,"Consider a dataset that has $8$ points all of which belong to $\mathbb{R}^2$.

If PCA is run on this dataset, find the variance of the dataset along the first principal component. The eigenvectors of the covariance matrix are given below:
$\begin{bmatrix} -0.993 \\ 0.115 \end{bmatrix}, \begin{bmatrix} -0.115 \\ -0.993 \end{bmatrix}$

Recall that the first principal component is the most important. Enter your answer correct to two decimal places.
*Note: Do not try to round off or drop decimal places in the intermediate computations. If a number has 4 places after the decimal, use all of them.*",image,img_010.png,numerical,"4.5, 4.6"
185,28,"Consider a dataset of $100$ points all of which lie in $\mathbb{R}^5$. The eigenvalues of the covariance matrix are given below:
$3.2, 1.5, 0.2, 0.01, 0.001$

If we run the PCA algorithm on this dataset and retain the top-$k$ principal components, what is a good choice of $k$? Use the heuristic that was discussed in the lectures.",,,numerical,2
186,28,"PCA is run on a dataset that has $2$ features. The resulting principal components are $w_1$ and $w_2$. We represent the points in 2D space in terms of this new coordinate system made up of the principal components. The first coordinate corresponds to $w_1$ and the second to $w_2$. 

In such a scenario, what would be the sign of the coordinates for the points $P$ and $Q$?",image,img_009.png,mcq,
187,29,"A function $k$ is defined as follows:
$k:\mathbb{R}^d \times \mathbb{R}^d \to \mathbb{R}, k(x_1, x_2) = x_1^T x_2$

Is $k$ a valid kernel?",,,mcq,
188,29,"A function $k$ is defined as follows:
$k:\mathbb{R}^d \times \mathbb{R}^d \to \mathbb{R}, k(x_1, x_2) = x_1^T x_2$

If $k$ is the valid kernel, we apply it to the three-dimensional dataset to run the kernel PCA. Select the correct options.",,,mcq,
189,29,Consider ten data points lying on a curve of degree two in a two-dimensional space. We run a kernel PCA with a polynomial kernel of degree two on the same data points. Choose the correct options.,,,mcq,
190,29,Which of the following matrices can not be appropriate matrix $K=X^T X$ for some data matrix $X$?,,,mcq,
191,29,"A function $k$ is defined as
$k:\mathbb{R}^2 \times \mathbb{R}^2 \to \mathbb{R}, k(x_1, x_2) = (x_1^T x_2)^2$

Is $k$ a valid kernel?",,,mcq,
192,29,"Kernel PCA was run on the four data points $[1,2]^T, [2,3]^T, [2,-3]^T,$ and $[4,4]^T$ with the polynomial kernel of degree 2. What will be the shape of the matrix $K$? Notations are used as per lectures.",,,mcq,
193,29,"Kernel PCA was run on the four data points $[1,2]^T, [2,3]^T, [2,-3]^T,$ and $[4,4]^T$ with the polynomial kernel of degree 2. Find the element at the index $(2,3)$ of the matrix $K$. Take the points in the same order.",,,mcq,
194,29,A dataset containing 200 examples in four-dimensional space has been transformed into higher dimensional space using the polynomial kernel of degree two. What will be the dimension of transformed feature space?,,,numerical,15
195,29,"Let $x_1, x_2, \dots, x_n$ be $d$-dimensional data points ($d>n$) and $X$ be the matrix of shape $d \times n$ containing the data points. The $k$-th largest eigenvalue and corresponding unit eigenvector of $X^T X$ is $\lambda$ and $\alpha_k$, respectively. What will be the projection of $x_i$ on the $k$-th principal component?",,,mcq,
196,29,Let $k_1$ and $k_2$ be two valid kernels. Is $3k_1 + 5k_2$ a valid kernel?,,,mcq,
197,30,"Assume that $w_k; k=1,2,\dots,d$ are $d$ principal components corresponding to nonzero eigenvalues of the $d$-dimensional centered data points $x_i; i=1,2,\dots,n$.
Statement 1: each $x_i$ can be written as a linear combination of $w_k$s.
Statement 2: each $w_k$ can be written as a linear combination of $x_i$s.",,,mcq,
198,30,"A transformation mapping $\phi$ is defined as
$\phi:\mathbb{R} \to \mathbb{R}^4$
$\phi(x)=[x^3, \sqrt{3}x^2, \sqrt{3}x, 1]^T$

Which of the following options are the same as $\phi(x_1)^T \phi(x_2)$ for two points $x_1, x_2 \in \mathbb{R}$?",,,mcq,
199,30,"Let $C$ be the covariance matrix of $n$ data points in $d$-dimensional space. Assume that the data points are mean-centered. If $2, 5$, and $7$ are the only non-zero eigenvalues of $C$, what will be the non-zero eigenvalues of $X^T X$, where $X$ is the matrix of shape $(d,n)$ containing the data points?",,,mcq,
200,30,"Consider an image dataset matrix $X$ of shape $(d,n)$ with $d>n$. The $k$-th principal component of the dataset can be written as $w_k = \alpha_1 x_1 + \alpha_2 x_2 + \dots + \alpha_n x_n$, where, the vector $x_i$ is the $i$-th data point. The $k$-th largest eigenvalue and the corresponding eigenvector of $X^T X$ are $4$ and $\left[ \frac{1}{\sqrt{51}}, \frac{3}{\sqrt{51}}, \frac{4}{\sqrt{51}}, \frac{5}{\sqrt{51}} \right]^T$, respectively.

What will be the value of $\alpha_1$?",,,mcq,
201,30,"Consider an image dataset matrix $X$ of shape $(d,n)$ with $d>n$. The $k$-th principal component of the dataset can be written as $w_k = \alpha_1 x_1 + \alpha_2 x_2 + \dots + \alpha_n x_n$, where, the vector $x_i$ is the $i$-th data point. The $k$-th largest eigenvalue and the corresponding eigenvector of $X^T X$ are $4$ and $\left[ \frac{1}{\sqrt{51}}, \frac{3}{\sqrt{51}}, \frac{4}{\sqrt{51}}, \frac{5}{\sqrt{51}} \right]^T$, respectively.

What will be the $k$-th largest eigenvalue of the covariance matrix $\frac{1}{4}XX^T$? Note that $n=4$ as the length of the eigenvector of $X^T X$ is 4.",,,numerical,1
202,30,"A function $k$ is defined as
$k:\mathbb{R}^2 \times \mathbb{R}^2 \to \mathbb{R}$
$k([x_1, x_2]^T, [y_1, y_2]^T) = x_1^2 y_1^2 + x_2^2 y_2^2$

Is $k$ a valid kernel?",,,mcq,
203,30,"A dataset of 1000 second-hand cars has four features: kilometers driven ($x_1$), mileage ($x_2$), the present price of the car ($x_3$), and the selling price ($x_4$). The selling price seems to have the following relationship (approximate) with the other three features.
$x_4 = x_1^2 x_3 + 2x_2$

If we want to project the dataset into a lower dimensional space, which of the following task would be most appropriate?",,,mcq,
204,30,"Abhishek runs a kernel PCA on a dataset containing $n$ examples with $d$ features. Which of the following strategy he should follow to center the data points?
Strategy 1: First center the dataset using the mean and then apply the kernel.
Strategy 2: First apply the kernel and then center the matrix.",,,mcq,
205,30,"A dataset containing 1000 points in 3-dimensional space is run through the kernel PCA with the polynomial kernel of degree $p$. If the transformed dataset lives in a ten-dimensional space, what will be the value of $p$?",,,numerical,2
206,30,"A dataset containing 1000 examples in 10-dimensional space is projected into other dimension space using kernel PCA with the following kernel.
$k(x_1, x_2) = \exp \left( -\frac{||x_1 - x_2||^2}{4} \right)$

What will be the dimension of the projected dataset?",,,mcq,
207,31,"Which of the following sequences is correct for K-Means algorithm?
1. Assign each data point to the nearest cluster centres.
2. Re-assign each point to nearest cluster centres.
3. Assign cluster centres randomly.
4. Re-compute cluster centres.
5. Specify the number of clusters.",,,mcq,
208,31,"If $F(z_1^t,z_2^t,\dots,z_n^t)$ represents the value of objective function in iteration $t$ of Lloyd's algorithm, then which of the following is true?",,,mcq,
209,31,"If $\mu_1$ and $\mu_2$ are means of two clusters in k-means, then the boundary between the two clusters will be",,,mcq,
210,31,Assume K-means is run on these points with $k = 2$. Which of the following are expected to be the clusters formed out of K-means?,image,km1.png,mcq,
211,31,"In the initialization step of k-means++, the squared distances from the closest mean for 5 points $x_1, x_2, x_3, x_4, x_5$ are: 25, 67, 89, 24, 56. In this context, which of the following is true?",,,mcq,
212,31,"With respect to Lloyd's algorithm, choose the correct statements:",,,mcq,
213,31,"For 1000 data points, out of $k = 1, 10$ and $100$, which value of $k$ is likely to result in the maximum value of the objective function?",,,mcq,
214,31,"For 100 data points, if $k = 100$, what will be the value of the objective function?",,,mcq,
215,31,Choose the correct statements:,,,mcq,
216,31,"Outliers are data points that deviate significantly from the rest of data points. Knowing the way Lloyd's algorithm works, do you think it is sensitive to outliers?",,,mcq,
217,32,"$[2, 4, -5]$ belongs to which of the following?",,,mcq,
218,32,Which of the following may not be an appropriate choice of loss function for regression?,,,mcq,
219,32,Identify which of the following requires use of classification technique.,,,mcq,
220,32,Mark all incorrect statements in the following,,,mcq,
221,32,Which of the following is false regarding supervised and unsupervised machine learning?,,,mcq,
222,32,The output of regression model is,,,mcq,
223,32,Which of the following is/are supervised learning task(s)?,,,mcq,
224,32,Which of the following is used for predicting a continuous target variable?,,,mcq,
225,32,“The is _____ used to fit the model; the _____ is used for model selection; the _____ is used for computing the generalization error.” Which of the following will fill the above blanks correctly?,,,mcq,
226,32,"Consider the following loss functions:
1. $\frac{1}{n}\sum_{i=1}^n-\log(P(X_i))$

2. $\frac{1}{n}\sum_{i=1}^n||g(f(X_i))-X_i||^2$

3. $\frac{1}{n}\sum_{i=1}^n(f(X_i)-Y_i)^2$

4. $\frac{1}{n}\sum_{i=1}^n\mathbb{1}(f(X_i)\neq Y_i)$

The above loss functions pertain to which of the following ML techniques (in that order)?",,,mcq,
227,32,"Compute the loss when Pair 1 and Pair 2 (shown below) are used for dimensionality reduction. Consider the loss function to be $\frac{1}{n}\sum_{i=1}^n||g(f(x_i))-x_i||^2$. 

Pair 1: $f(x)=(x_1-x_2)$, $g(u)=[u/2,u/2]$

Pair 2: $f(x)=(x_1+x_2)/2$, $g(u)=[u/2,u/2]$

Here $f(x)$ is the encoder function and $g(x)$ is the decoder function. 

Loss for pair 1:

| X$_{1}$ | X$_{2}$ |
|---|---|
| $1$ | $0.5$ |
| $2$ | $2.3$ |
| $3$ | $3.1$ |
| $4$ | $3.9$ |",,,numerical,"15,16"
228,32,"Compute the loss when Pair 1 and Pair 2 (shown below) are used for dimensionality reduction. Consider the loss function to be $\frac{1}{n}\sum_{i=1}^n||g(f(x_i))-x_i||^2$. 

Pair 1: $f(x)=(x_1-x_2)$, $g(u)=[u/2,u/2]$

Pair 2: $f(x)=(x_1+x_2)/2$, $g(u)=[u/2,u/2]$

Here $f(x)$ is the encoder function and $g(x)$ is the decoder function. 

Loss for pair 2:

| X$_{1}$ | X$_{2}$ |
|---|---|
| $1$ | $0.5$ |
| $2$ | $2.3$ |
| $3$ | $3.1$ |
| $4$ | $3.9$ |",,,numerical,"3.61,4"
229,32,"We want to learn a function $f(x)=ax+b$ which is parameterized by $(a,b)$. Using average squared error as the loss function, which of the following parameters would be best to model the given data?",,,mcq,
230,32,"What will be the amount of loss when the functions $g=3x_1+1$ and $h=2x_1+2$ are used to represent the regression line. Consider the average squared error as loss function. 

Loss for g:

| X | Y |
|---|---|
| $[2]$ | $5.8$ |
| $[3]$ | $8.3$ |
| $[6]$ | $18.3$ |
| $[7]$ | $21$ |
| $[8]$ | $22$ |",,,numerical,"2.82,3.11"
231,32,"What will be the amount of loss when the functions $g=3x_1+1$ and $h=2x_1+2$ are used to represent the regression line. Consider the average squared error as loss function. 

Loss for h:

| X | Y |
|---|---|
| $[2]$ | $5.8$ |
| $[3]$ | $8.3$ |
| $[6]$ | $18.3$ |
| $[7]$ | $21$ |
| $[8]$ | $22$ |",,,numerical,"11.32,12.52"
232,32,"What will be the average misclassification error when the functions $g(X)=\text{sign}(x_1-x_2-2)$ and $h(X)=\text{sign}(x_1+x_2-10)$ are used to classify the data points into classes $+1$ or $-1$. 

| X | Y |
|---|---|
| $[4,2]$ | $+1$ |
| $[8,4]$ | $+1$ |
| $[2,6]$ | $-1$ |
| $[4,10]$ | $-1$ |
| $[10,2]$ | $+1$ |
| $[12,8]$ | $-1$ |

Loss for g:",,,numerical,"0.158,0.175"
233,32,"What will be the average misclassification error when the functions $g(X)=\text{sign}(x_1-x_2-2)$ and $h(X)=\text{sign}(x_1+x_2-10)$ are used to classify the data points into classes $+1$ or $-1$. 

| X | y |
|---|---|
| $[4,2]$ | $+1$ |
| $[8,4]$ | $+1$ |
| $[2,6]$ | $-1$ |
| $[4,10]$ | $-1$ |
| $[10,2]$ | $+1$ |
| $[12,8]$ | $-1$ |

Loss for h:",,,numerical,"0.475,0.525"
234,32,"$f(x_1,x_2,x_3)=\frac{x_1+2x_2}{2}$ is used as encoder function and $g(u)=[u,2u,3u]$ is used as decoder function for dimensionality reduction of following data set. Give the reconstruction error for this encoder decoder pair. The reconstruction error is the mean of the squared distance between actual input and reconstructed input.

| X |
|---|
| $[1,2,3]$ |
| $[2,3,4]$ |
| $[-1,0,1]$ |
| $[0,1,1]$ |",,,numerical,"32.78,36.22"
235,33,Which of the following functions is/are continuous?,,,mcq,
236,33,"Regarding a $d$-dimensional vector $x$, which of the following four options is not equivalent to the rest three options?",,,mcq,
237,33,"$f(x) = \begin{cases} 3x+3, & \text{if } x \geq 3 \\ 2x+8, & \text{if } x < 3 \end{cases}$

Which of the following is/are true?",,,mcq,
238,33,Approximate the value of $e^{0.011}$ by linearizing $e^x$ around $x=0$.,,,numerical,"1,1.02"
239,33,Approximate $\sqrt{3.9}$ by linearizing $\sqrt{x}$ around $x=4$.,,,numerical,"1.96,2.0"
240,33,Which of the following pairs of vectors are perpendicular to each other?,,,mcq,
241,33,"What is the linear approximation of $f(x,y)=x^3+y^3$ around (2, 2)?",,,mcq,
242,33,"What is the gradient of $f(x,y)=x^3y^2$ at (1, 2)?",,,mcq,
243,33,"The gradient of $f=x^3+y^2+z^3$ at $x=0$, $y=1$ and $z=1$ is given by",,,mcq,
244,33,"For two vectors $a$ and $b$, which of the following is true as per Cauchy-Schwarz inequality?
(i) $a^Tb \leq ||a||*||b||$

(ii) $a^Tb \geq -||a||*||b||$

(iii) $a^Tb \geq ||a||*||b||$

(iv) $a^Tb \leq -||a||*||b||$",,,mcq,
245,33,"The directional derivative of $f(x,y,z)=x^3+y^2+z^3$ at (1, 1, 1) in the direction of unit vector along $v=[1,-2,1]$ is (correct upto three decimal places)",,,numerical,"0.775,0.856"
246,33,"The direction of steepest ascent for the function $2x+y^3+4z$ at the point $(1,0,1)$ is",,,mcq,
247,33,"The directional derivative of $f(x,y,z)=x+y+z$ at $(-1,1,0)$ in the direction of unit vector along [1, -1, 1] is (correct upto three decimal places)",,,numerical,"0.548,0.605"
248,33,"Which of the following is the equation of the line passing through $[7,8,6]$ in the direction of vector $[1,2,3]$",,,mcq,
249,34,"Let $f(x) = \begin{cases} \frac{\sin(x)}{x}, & x \neq 0 \\ 1, & x = 0 \end{cases}$

Is $f(x)$ continuous at $x=0$?",text,,mcq,
250,34,"If $U=[10,100]$, $A=[30,50]$ and $B=[50,90]$, which of the following is/are false?

(Consider all values to be integers)",text,,mcq,
251,34,"Two $d$-dimensional vectors $x$ and $y$ and the following terms:

(i) $x^Ty$

(ii) $x \cdot y$

(iii) $\sum_{i=1}^d x_i y_i$

Which of the above terms are equivalent?",,,mcq,
252,34,The linear approximation of $\tan(x)$ around $x=0$ is:,text,,mcq,
253,34,The partial derivative of $x^3+y^2$ w.r.t. $x$ at $x=1$ and $y=2$ is,,,numerical,3
254,34,"$f(x) = \begin{cases} 7x+2, & \text{if } x > 1 \\ 9, & \text{if } x \leq 1 \end{cases}$

Is $f(x)$ continuous?",,,mcq,
255,34,The best approximation of $e^{0.019}$? (Use linear approximation around 0).,,,mcq,
256,34,"The linear approximation of $f(x,y)=x^2+y^2$ around $(1, 1)$ is:",,,mcq,
257,34,"The gradient of $f(x,y)=x^2y$ at $(1, 3)$ is:",,,mcq,
258,34,"The directional derivative of $f(x,y,z)=x^2+3y+z^2$ at $(1, 2, 1)$ along the unit vector in the direction of $[1, -2, 1]$ is (correct upto three decimal places)",,,numerical,"-0.856,-0.775"
259,34,"The direction of steepest ascent for the function $x^2+y^3+z^4$ at point $(1, 1, 1)$ is:",text,,mcq,
260,34,"The directional derivative of $f(x,y,z)=x+y+z$ at point $[-1, 1, -1]$ along the unit vector in the direction of $[1, -1, 1]$ is (correct upto three decimal places)",,,numerical,"0.548,0.605"
261,34,"The vector equation/s of a line that passes through $[1, 2, 3]$ and $[4, 0, 1]$:

(i) $[x,y,z]=[1,2,3]+\alpha[3,-2,-2]$

(ii) $[x,y,z]=[4,0,1]+\alpha[-3,2,2]$

(iii) $[x,y,z]=[1,2,3]+\alpha[4,0,1]$

(iv) $[x,y,z]=[4,0,1]+\alpha[1,2,3]$",,,mcq,
262,34,"As per Cauchy-Schwarz inequality, if $b$ is a negative scalar multiple of $a$, then:",text,,mcq,
263,35,"Which of the following shows the correct output, if the program written below is executed?",code,"let a = [75, 55, 22, 5];console.log(a.sort());",mcq,
264,35,"Which of the following shows the correct output, if the program written below is executed?",code,"a = {  name: 'Abhi',  age: 22};b = [];for (let i = 0; i < 3; i++){  b.push(a)}b[1].name = 'Akshay';console.log(b[0].name);",mcq,
265,35,"Which of the following shows the correct output, if the program written below is executed?",code,"const a = {  name: 'Abhi',  age: 22};b = [];for (let i = 0; i < 3; i++){  b.push({...a})}b[1].name = 'Akshay';console.log(b[0].name);",mcq,
266,35,What will be the output of the program?,code,"x = [1, 2, 3, 4, 5, 6]y = [...x, 7, 8, 9]z = y.filter((x) => x % 2 == 0)     .map((i) => i * i)     .reduce((a, i) => a + i, (a = 0))console.log(z)",mcq,
267,35,What will be the output of the following program?,code,"const obj = {  x: 1,  y: 1,  set nums(xCommay) {    numbers = xCommay.split(', ')    this.x = numbers[0]    this.y = numbers[1]  },  get nums() {    return this.x + ', ' + this.y  },  xPowery: function () {    let result = 1    for (let i = 1; i <= this.y; i++) {      result = result * this.x    }    return result  },}obj.nums = '2,3'console.log(obj.xPowery())",mcq,
268,35,What will be the output of the following program?,code,"const ePowerx = {  x: 1,  n: 1,  set parameters(param) {    param = param.split(' ')    this.x = param[0]    this.n = param[1]  },  get uptoNterms() {    let result = 1    let y = 1    for (let i = 1; i < this.n; i++) {      y = y * this.x      result = result + y    }    return result  },}ePowerx.parameters = '2 3'console.log(ePowerx.uptoNterms)",mcq,
269,35,What will be the output of the following program?,code,"const course = {  courseName: 'Modern Application Development 2',  courseCode: 'mad2',}const student = {  __proto__: course,  studentName: 'Rakesh',  studentCity: 'Delhi',}const { courseName } = studentconsole.log(courseName)",mcq,
270,35,"Assuming that the index.html and script.js are kept inside the same directory, then what will be the height of the HTML element having ID 'div1' after 20 seconds, if rendered using a browser?",code,"#index.html<!DOCTYPE html><html lang=""en"">  <head>    <meta charset=""UTF-8"" />    <title>Document</title>  </head>  <body>    <div id=""div1"" style=""background-color: red""></div>  </body>  <script src=""script.js""></script></html>var height = 0var width = 0var divStyle = document.getElementById('div1').stylelet res = setInterval(() => {  height += 50  width += 50  divStyle.height = height + 'px'  divStyle.width = width + 'px'  console.log(height)}, 1000)#script.jssetTimeout(() => {  clearInterval(res)}, 10050)",mcq,
271,35,"Assuming that the index.html, module1.js, and module2.js are kept inside the same directory, then what will be the background color, height and width of the HTML element having ID 'div1', if rendered using a browser?",code,"#index.html<!DOCTYPE html><html lang=""en"">  <head>    <meta charset=""UTF-8"" />    <title>Document</title>    <script src=""module1.js"" type=""module""></script>  </head>  <body>    <div id=""div1"" style=""border: 2px solid black""></div>  </body></html>#module1.jsimport { divStyle1, divStyle2 } from './module2.js'divStyle1.width = ""50px""const div1Style = document.getElementById('div1').stylediv1Style.backgroundColor = divStyle1.colordiv1Style.height = divStyle2.heightdiv1Style.width = divStyle1.width#module2.jsexport const divStyle1 = {  color: 'red',  height: '100px',  width: '100px',}export const divStyle2 = {  color: 'green',  height: '50px',}",mcq,
272,35,What will be the output of the following program?,code,"api = { A: 'Application', P: 'Programming', I: 'Interface' }const standsFor = (x) => {  for (const [k, v] of Object.entries(api)) {    if (k != x) {      return v    }  }}console.log(standsFor('A'))",mcq,
273,36,"Which of the following programs will generate an error, if executed?",code,"#Code snippet 1:for (const i = 1; i <= 5; i++) {    console.log(i)}#Code snippet 2:for (const i in [1, 2, 3, 4, 5]) {    console.log(i)}",mcq,
274,36,"Which of the following shows the correct output, if the program written below is executed?",code,"let a = [2, 3, 4];let b = [2, 2, ...a, 5];let c = b.find(x => x % 2);console.log(c);",mcq,
275,36,"Which of the following shows the correct output, if the program written below is executed?",code,"let a = {    'first_name' : 'abhi',    'age' : 22,    'place' : 'delhi'};let { first_name : alt } = a;console.log(first_name);",mcq,
276,36,What will be the output of the following program?,code,"arr = ['iitmonline', true, 3, (a, b) => a + b]let result = Array()for (let i = 0; i < arr.length; i++) {    result.push(typeof arr[i])}console.log(result)",mcq,
277,36,What will be the output of the following program?,code,"arr = ['iitmonline', true, 3, (a, b) => a + b]let result = Array()for (const i in arr) {    result.push(arr[i] * arr[i])}console.log(result)",mcq,
278,36,What will be the output of the following program?,code,"fruit = {    name: 'Apple',    color: 'red',}let description = ({ name, color, shape = 'Spherical' }) => {    console.log(`NULL is NULL and NULL`)}description(fruit)",mcq,
279,36,What will be the output of the following program?,code,"class Player {    constructor(name) {        this.name = name        this.team = 'Indian Cricket Team'        this.nationality = 'Indian'    }}class Bowler extends Player {    constructor(name, wicket, average) {        super(name)        this.role = 'Bowler'        this.wicket = wicket        this.average = average    }}bumbum = new Bowler('Jasprit Bumrah', 101, 22.79)console.log(bumbum)",mcq,
280,36,What will be the output of the following program?,code,"class Player {    constructor(name, team) {        this.name = name        this.team = team    }    get describe() {        return `NULL from NULL is a NULL`    }}class Batsman extends Player {    constructor(name, team) {        super(name, team)        this.role = 'Batsman'    }}p = new Batsman('Rohit', 'Indian Cricket Team')console.log(p.describe)",mcq,
281,36,What will be the output of the following program?,code,"const obj = {    a: 10,    operation(x, y, n) {        return x ** n + y + this.a    },}const arr = Array()p = obj.operationarr.push(p.bind(obj, 2)(3, 2))arr.push(p.apply(obj, [2, 2, 3, 4, 5]))arr.push(p.call(obj, 2, 3, 4))console.log(arr)",mcq,
282,36,What will be the output of the following program?,code,"const obj = {    firstName: 'Narendra',    lastName: 'Mishra',    get fName() {        return this.firstName    },    get lName() {        return this.lastName    },    set lName(name) {        this.lastName = name    },}obj.lName = 'Mourya'obj.lName = console.log(obj.lName)",mcq,
